<<<<<<< HEAD
3.806 -0.889 0
3.807 -0.878 0
3.808 -0.867 0
3.809 -0.856 0
3.81 -0.846 0
3.811 -0.835 0
3.812 -0.824 0
3.812 -0.814 0
3.813 -0.803 0
3.814 -0.793 0
3.815 -0.782 0
3.816 -0.771 0
3.817 -0.761 0
3.817 -0.749 0
3.818 -0.738 0
3.819 -0.727 0
3.82 -0.716 0
3.82 -0.705 0
3.821 -0.694 0
3.821 -0.684 0
3.822 -0.673 0
3.822 -0.662 0
3.823 -0.651 0
3.823 -0.639 0
3.824 -0.628 0
3.824 -0.617 0
3.825 -0.606 0
3.825 -0.595 0
3.825 -0.583 0
3.826 -0.572 0
3.826 -0.561 0
3.826 -0.55 0
3.826 -0.539 0
3.826 -0.528 0
3.826 -0.517 0
3.827 -0.506 0
3.827 -0.495 0
3.827 -0.483 0
3.827 -0.472 0
3.826 -0.461 0
3.826 -0.449 0
3.826 -0.438 0
3.826 -0.426 0
3.826 -0.415 0
3.826 -0.403 0
3.826 -0.392 0
3.825 -0.38 0
3.825 -0.369 0
3.825 -0.358 0
3.824 -0.347 0
3.824 -0.336 0
3.823 -0.325 0
3.823 -0.314 0
3.822 -0.303 0
3.821 -0.292 0
3.821 -0.281 0
3.82 -0.27 0
3.819 -0.259 0
3.818 -0.248 0
3.817 -0.237 0
3.816 -0.226 0
3.815 -0.214 0
3.814 -0.203 0
3.813 -0.192 0
3.812 -0.181 0
3.811 -0.17 0
3.809 -0.159 0
3.808 -0.148 0
3.807 -0.137 0
3.806 -0.126 0
3.805 -0.115 0
3.803 -0.103 0
3.802 -0.092 0
3.801 -0.081 0
3.799 -0.07 0
3.798 -0.059 0
3.797 -0.048 0
3.795 -0.037 0
3.794 -0.027 0
3.792 -0.016 0
3.791 -0.005 0
3.789 0.006 0
3.788 0.016 0
3.786 0.027 0
3.785 0.038 0
3.783 0.049 0
3.781 0.06 0
3.78 0.071 0
3.778 0.082 0
3.776 0.092 0
3.775 0.103 0
3.773 0.114 0
3.771 0.125 0
3.769 0.136 0
3.767 0.146 0
3.765 0.157 0
3.763 0.168 0
3.761 0.178 0
3.759 0.188 0
3.757 0.198 0
3.755 0.209 0
3.753 0.219 0
3.751 0.229 0
3.749 0.24 0
3.747 0.25 0
3.744 0.26 0
3.742 0.271 0
3.74 0.281 0
3.737 0.292 0
3.735 0.302 0
3.732 0.313 0
3.73 0.323 0
3.727 0.334 0
3.725 0.344 0
3.722 0.355 0
3.72 0.365 0
3.717 0.375 0
3.714 0.385 0
3.712 0.395 0
3.709 0.405 0
3.707 0.415 0
3.704 0.425 0
3.701 0.435 0
3.699 0.445 0
3.696 0.455 0
3.693 0.465 0
3.69 0.475 0
3.687 0.485 0
3.684 0.495 0
3.681 0.505 0
3.678 0.514 0
3.675 0.524 0
3.672 0.533 0
3.669 0.543 0
3.666 0.552 0
3.663 0.562 0
3.66 0.571 0
3.657 0.581 0
3.654 0.59 0
3.651 0.6 0
3.647 0.61 0
3.644 0.62 0
3.641 0.629 0
3.638 0.639 0
3.634 0.649 0
3.631 0.658 0
3.628 0.668 0
3.624 0.678 0
3.621 0.687 0
3.617 0.697 0
3.614 0.707 0
3.611 0.716 0
3.607 0.726 0
3.604 0.736 0
3.6 0.746 0
3.597 0.755 0
3.593 0.765 0
3.589 0.775 0
3.586 0.784 0
3.582 0.794 0
3.578 0.803 0
3.574 0.813 0
3.571 0.823 0
3.567 0.832 0
3.563 0.842 0
3.559 0.851 0
3.555 0.861 0
3.551 0.871 0
3.547 0.88 0
3.543 0.89 0
3.539 0.899 0
3.534 0.909 0
3.53 0.918 0
3.526 0.928 0
3.522 0.938 0
3.517 0.947 0
3.513 0.957 0
3.508 0.967 0
3.504 0.977 0
3.5 0.987 0
3.495 0.996 0
3.491 1.006 0
3.486 1.016 0
3.482 1.026 0
3.477 1.035 0
3.473 1.045 0
3.468 1.055 0
3.463 1.065 0
3.459 1.074 0
3.454 1.084 0
3.449 1.094 0
3.444 1.104 0
3.439 1.113 0
3.434 1.123 0
3.43 1.133 0
3.425 1.142 0
3.42 1.152 0
3.415 1.162 0
3.41 1.171 0
3.405 1.181 0
3.4 1.191 0
3.395 1.201 0
3.39 1.211 0
3.385 1.22 0
3.38 1.23 0
3.374 1.239 0
3.369 1.248 0
3.364 1.257 0
3.359 1.267 0
3.354 1.276 0
3.349 1.285 0
3.343 1.294 0
3.338 1.303 0
3.333 1.312 0
3.327 1.321 0
3.322 1.33 0
3.317 1.339 0
3.311 1.348 0
3.306 1.357 0
3.301 1.366 0
3.295 1.375 0
3.29 1.384 0
3.284 1.393 0
3.279 1.402 0
3.273 1.411 0
3.268 1.42 0
3.262 1.429 0
3.257 1.438 0
3.251 1.446 0
3.245 1.455 0
3.24 1.464 0
3.234 1.473 0
3.228 1.481 0
3.223 1.49 0
3.217 1.499 0
3.211 1.508 0
3.205 1.516 0
3.199 1.525 0
3.194 1.534 0
3.188 1.542 0
3.182 1.551 0
3.176 1.559 0
3.17 1.568 0
3.164 1.576 0
3.158 1.585 0
3.153 1.593 0
3.147 1.601 0
3.141 1.609 0
3.135 1.617 0
3.129 1.625 0
3.123 1.634 0
3.117 1.642 0
3.111 1.65 0
3.105 1.658 0
3.099 1.666 0
3.093 1.674 0
3.087 1.683 0
3.08 1.691 0
3.074 1.7 0
3.067 1.708 0
3.061 1.717 0
3.054 1.726 0
3.048 1.734 0
3.041 1.743 0
3.034 1.751 0
3.028 1.76 0
3.021 1.768 0
3.014 1.777 0
3.007 1.785 0
3.0 1.794 0
2.993 1.802 0
2.987 1.81 0
2.98 1.818 0
2.973 1.827 0
2.966 1.835 0
2.959 1.843 0
2.952 1.851 0
2.945 1.859 0
2.938 1.867 0
2.931 1.875 0
2.924 1.883 0
2.917 1.891 0
2.91 1.899 0
2.902 1.907 0
2.895 1.915 0
2.888 1.923 0
2.88 1.931 0
2.873 1.939 0
2.865 1.947 0
2.858 1.955 0
2.85 1.963 0
2.843 1.971 0
2.835 1.979 0
2.828 1.987 0
2.82 1.995 0
2.813 2.002 0
2.805 2.01 0
2.797 2.018 0
2.789 2.025 0
2.782 2.033 0
2.774 2.041 0
2.766 2.048 0
2.758 2.056 0
2.75 2.064 0
2.742 2.072 0
2.734 2.079 0
2.726 2.087 0
2.718 2.095 0
2.71 2.103 0
2.702 2.11 0
2.693 2.118 0
2.685 2.126 0
2.677 2.133 0
2.669 2.14 0
2.66 2.148 0
2.652 2.155 0
2.644 2.163 0
2.635 2.17 0
2.627 2.178 0
2.618 2.185 0
2.61 2.192 0
2.602 2.199 0
2.593 2.206 0
2.585 2.213 0
2.577 2.22 0
2.569 2.227 0
2.56 2.234 0
2.552 2.241 0
2.544 2.248 0
2.535 2.254 0
2.527 2.261 0
2.518 2.268 0
2.51 2.275 0
2.501 2.282 0
2.493 2.289 0
2.484 2.296 0
2.476 2.303 0
2.467 2.31 0
2.458 2.317 0
2.45 2.324 0
2.441 2.33 0
2.432 2.337 0
2.424 2.344 0
2.415 2.351 0
2.406 2.358 0
2.398 2.364 0
2.389 2.371 0
2.381 2.377 0
2.372 2.384 0
2.363 2.39 0
2.354 2.397 0
2.346 2.403 0
2.337 2.41 0
2.328 2.416 0
2.319 2.423 0
2.31 2.429 0
2.301 2.435 0
2.292 2.442 0
2.283 2.448 0
2.274 2.454 0
2.265 2.46 0
2.256 2.466 0
2.247 2.472 0
2.238 2.478 0
2.229 2.484 0
2.22 2.491 0
2.211 2.497 0
2.202 2.503 0
2.193 2.509 0
2.184 2.515 0
2.175 2.521 0
2.166 2.527 0
2.156 2.532 0
2.147 2.538 0
2.138 2.544 0
2.129 2.55 0
2.12 2.555 0
2.111 2.561 0
2.102 2.567 0
2.093 2.572 0
2.084 2.578 0
2.074 2.584 0
2.065 2.589 0
2.057 2.595 0
2.048 2.6 0
2.039 2.605 0
2.03 2.61 0
2.022 2.615 0
2.013 2.62 0
2.004 2.625 0
1.995 2.63 0
1.987 2.635 0
1.978 2.64 0
1.969 2.644 0
1.96 2.649 0
1.952 2.654 0
1.943 2.658 0
1.934 2.663 0
1.926 2.668 0
1.917 2.672 0
1.908 2.677 0
1.9 2.681 0
1.891 2.686 0
1.882 2.69 0
1.873 2.695 0
1.864 2.699 0
1.855 2.703 0
1.846 2.708 0
1.837 2.712 0
1.828 2.717 0
1.819 2.721 0
1.809 2.726 0
1.8 2.73 0
1.791 2.735 0
1.782 2.739 0
1.772 2.744 0
1.763 2.748 0
1.753 2.752 0
1.744 2.756 0
1.735 2.76 0
1.726 2.764 0
1.717 2.768 0
1.708 2.772 0
1.699 2.776 0
1.69 2.78 0
1.681 2.783 0
1.672 2.787 0
1.663 2.791 0
1.654 2.795 0
1.644 2.799 0
1.635 2.803 0
1.626 2.806 0
1.617 2.81 0
1.608 2.814 0
1.599 2.818 0
1.59 2.821 0
1.581 2.825 0
1.572 2.829 0
1.563 2.833 0
1.554 2.836 0
1.546 2.84 0
1.537 2.843 0
1.528 2.847 0
1.519 2.85 0
1.51 2.854 0
1.501 2.857 0
1.493 2.86 0
1.484 2.864 0
1.475 2.867 0
1.467 2.87 0
1.458 2.873 0
1.449 2.877 0
1.441 2.88 0
1.432 2.883 0
1.424 2.886 0
1.415 2.889 0
1.407 2.892 0
1.398 2.895 0
1.39 2.898 0
1.381 2.901 0
1.373 2.904 0
1.365 2.907 0
1.356 2.91 0
1.348 2.913 0
1.339 2.916 0
1.33 2.919 0
1.322 2.922 0
1.313 2.925 0
1.304 2.928 0
1.295 2.931 0
1.287 2.934 0
1.278 2.937 0
1.269 2.939 0
1.26 2.942 0
1.251 2.945 0
1.242 2.948 0
1.233 2.951 0
1.225 2.953 0
1.216 2.956 0
1.207 2.959 0
1.198 2.962 0
1.189 2.964 0
1.18 2.967 0
1.171 2.97 0
1.162 2.972 0
1.152 2.975 0
1.143 2.978 0
1.134 2.981 0
1.124 2.983 0
1.115 2.986 0
1.105 2.989 0
1.096 2.992 0
1.086 2.994 0
1.077 2.997 0
1.067 2.999 0
1.057 3.002 0
1.048 3.005 0
1.038 3.007 0
1.028 3.01 0
1.018 3.013 0
1.008 3.015 0
0.998 3.018 0
0.988 3.02 0
0.977 3.023 0
0.967 3.025 0
0.957 3.028 0
0.946 3.03 0
0.936 3.033 0
0.926 3.035 0
0.915 3.038 0
0.905 3.04 0
0.894 3.042 0
0.884 3.045 0
0.874 3.047 0
0.864 3.049 0
0.854 3.051 0
0.844 3.053 0
0.834 3.056 0
0.824 3.058 0
0.814 3.06 0
0.804 3.062 0
0.794 3.064 0
0.783 3.066 0
0.773 3.068 0
0.763 3.07 0
0.753 3.072 0
0.742 3.074 0
0.732 3.076 0
0.722 3.078 0
0.712 3.08 0
0.702 3.082 0
0.691 3.083 0
0.681 3.085 0
0.671 3.087 0
0.661 3.089 0
0.65 3.09 0
0.64 3.092 0
0.629 3.094 0
0.619 3.096 0
0.608 3.097 0
0.597 3.099 0
0.587 3.1 0
0.576 3.102 0
0.566 3.103 0
0.555 3.105 0
0.544 3.106 0
0.533 3.107 0
0.522 3.108 0
0.511 3.11 0
0.5 3.111 0
0.489 3.112 0
0.478 3.113 0
0.467 3.114 0
0.456 3.115 0
0.445 3.116 0
0.434 3.117 0
0.423 3.118 0
0.413 3.119 0
0.402 3.119 0
0.391 3.12 0
0.38 3.121 0
0.369 3.122 0
0.358 3.122 0
0.347 3.123 0
0.336 3.124 0
0.325 3.124 0
0.314 3.125 0
0.303 3.125 0
0.292 3.126 0
0.281 3.126 0
0.27 3.127 0
0.259 3.127 0
0.248 3.127 0
0.237 3.127 0
0.226 3.128 0
0.215 3.128 0
0.204 3.128 0
0.193 3.128 0
0.182 3.128 0
0.171 3.128 0
0.161 3.128 0
0.15 3.128 0
0.139 3.128 0
0.128 3.128 0
0.117 3.127 0
0.107 3.127 0
0.096 3.127 0
0.085 3.126 0
0.074 3.126 0
0.063 3.126 0
0.053 3.125 0
0.042 3.125 0
0.031 3.124 0
0.02 3.123 0
0.009 3.123 0
-0.003 3.122 0
-0.014 3.121 0
-0.025 3.121 0
-0.036 3.12 0
-0.047 3.119 0
-0.058 3.118 0
-0.069 3.117 0
-0.08 3.116 0
-0.091 3.115 0
-0.102 3.114 0
-0.113 3.113 0
-0.124 3.112 0
-0.135 3.111 0
-0.146 3.11 0
-0.157 3.108 0
-0.168 3.107 0
-0.18 3.106 0
-0.191 3.104 0
-0.202 3.103 0
-0.213 3.102 0
-0.224 3.1 0
-0.235 3.099 0
-0.247 3.097 0
-0.258 3.095 0
-0.269 3.093 0
-0.28 3.092 0
-0.292 3.09 0
-0.303 3.088 0
-0.314 3.086 0
-0.326 3.084 0
-0.337 3.082 0
-0.348 3.08 0
-0.359 3.078 0
-0.37 3.077 0
-0.381 3.075 0
-0.391 3.072 0
-0.402 3.07 0
-0.413 3.068 0
-0.424 3.066 0
-0.435 3.064 0
-0.445 3.062 0
-0.456 3.06 0
-0.467 3.057 0
-0.478 3.055 0
-0.489 3.052 0
-0.5 3.05 0
-0.511 3.047 0
-0.521 3.045 0
-0.532 3.042 0
-0.543 3.04 0
-0.554 3.037 0
-0.565 3.034 0
-0.576 3.032 0
-0.586 3.029 0
-0.597 3.026 0
-0.608 3.023 0
-0.619 3.02 0
-0.63 3.017 0
-0.641 3.014 0
-0.653 3.011 0
-0.664 3.007 0
-0.675 3.004 0
-0.686 3.001 0
-0.697 2.997 0
-0.708 2.994 0
-0.719 2.99 0
-0.73 2.987 0
-0.741 2.983 0
-0.752 2.98 0
-0.763 2.976 0
-0.774 2.973 0
-0.785 2.969 0
-0.796 2.966 0
-0.806 2.962 0
-0.817 2.959 0
-0.828 2.955 0
-0.838 2.951 0
-0.849 2.947 0
-0.86 2.944 0
-0.87 2.94 0
-0.881 2.936 0
-0.892 2.932 0
-0.903 2.928 0
-0.913 2.923 0
-0.924 2.919 0
-0.935 2.915 0
-0.945 2.911 0
-0.956 2.906 0
-0.966 2.902 0
-0.977 2.897 0
-0.987 2.893 0
-0.998 2.889 0
-1.008 2.884 0
-1.019 2.88 0
-1.029 2.875 0
-1.039 2.871 0
-1.049 2.866 0
-1.06 2.862 0
-1.07 2.857 0
-1.081 2.852 0
-1.091 2.847 0
-1.102 2.842 0
-1.112 2.838 0
-1.123 2.833 0
-1.133 2.828 0
-1.144 2.823 0
-1.154 2.818 0
-1.165 2.813 0
-1.175 2.807 0
-1.186 2.802 0
-1.196 2.797 0
-1.207 2.791 0
-1.217 2.786 0
-1.228 2.78 0
-1.239 2.775 0
-1.249 2.769 0
-1.26 2.764 0
-1.27 2.758 0
-1.28 2.752 0
-1.29 2.747 0
-1.3 2.741 0
-1.31 2.735 0
-1.32 2.729 0
-1.33 2.724 0
-1.34 2.718 0
-1.35 2.712 0
-1.36 2.706 0
-1.37 2.7 0
-1.38 2.694 0
-1.389 2.687 0
-1.399 2.681 0
-1.409 2.675 0
-1.419 2.669 0
-1.429 2.662 0
-1.438 2.656 0
-1.448 2.649 0
-1.458 2.643 0
-1.467 2.637 0
-1.477 2.63 0
-1.486 2.624 0
-1.496 2.617 0
-1.505 2.611 0
-1.514 2.604 0
-1.524 2.598 0
-1.533 2.591 0
-1.543 2.584 0
-1.552 2.578 0
-1.561 2.571 0
-1.57 2.564 0
-1.58 2.557 0
-1.589 2.551 0
-1.598 2.544 0
-1.607 2.537 0
-1.616 2.53 0
-1.625 2.523 0
-1.634 2.516 0
-1.643 2.509 0
-1.652 2.502 0
-1.661 2.495 0
-1.67 2.488 0
-1.679 2.48 0
-1.688 2.473 0
-1.697 2.466 0
-1.706 2.458 0
-1.715 2.451 0
-1.724 2.443 0
-1.733 2.436 0
-1.742 2.428 0
-1.751 2.421 0
-1.76 2.413 0
-1.769 2.405 0
-1.777 2.398 0
-1.786 2.39 0
-1.795 2.382 0
-1.804 2.374 0
-1.813 2.366 0
-1.822 2.358 0
-1.831 2.35 0
-1.84 2.342 0
-1.849 2.334 0
-1.858 2.326 0
-1.866 2.317 0
-1.875 2.309 0
-1.884 2.301 0
-1.892 2.293 0
-1.901 2.284 0
-1.91 2.276 0
-1.918 2.268 0
-1.927 2.259 0
-1.936 2.25 0
-1.944 2.242 0
-1.953 2.233 0
-1.961 2.225 0
-1.97 2.216 0
-1.978 2.207 0
-1.987 2.199 0
-1.995 2.19 0
-2.004 2.182 0
-2.012 2.173 0
-2.02 2.164 0
-2.029 2.156 0
-2.037 2.147 0
-2.045 2.138 0
-2.053 2.129 0
-2.061 2.121 0
-2.069 2.112 0
-2.077 2.103 0
-2.085 2.094 0
-2.093 2.085 0
-2.101 2.076 0
-2.109 2.067 0
-2.116 2.058 0
-2.124 2.049 0
-2.132 2.04 0
-2.139 2.031 0
-2.147 2.022 0
-2.154 2.013 0
-2.162 2.003 0
-2.17 1.994 0
-2.177 1.985 0
-2.185 1.975 0
-2.192 1.966 0
-2.2 1.956 0
-2.207 1.947 0
-2.214 1.937 0
-2.222 1.928 0
-2.229 1.918 0
-2.236 1.909 0
-2.243 1.899 0
-2.25 1.89 0
-2.257 1.88 0
-2.263 1.87 0
-2.27 1.861 0
-2.277 1.851 0
-2.284 1.841 0
-2.291 1.831 0
-2.298 1.821 0
-2.305 1.811 0
-2.311 1.8 0
-2.318 1.79 0
-2.325 1.78 0
-2.331 1.77 0
-2.338 1.759 0
-2.344 1.749 0
-2.351 1.739 0
-2.357 1.728 0
-2.363 1.718 0
-2.37 1.708 0
-2.376 1.698 0
-2.382 1.687 0
-2.388 1.677 0
-2.394 1.667 0
-2.4 1.656 0
-2.406 1.646 0
-2.412 1.636 0
-2.418 1.625 0
-2.424 1.615 0
-2.43 1.604 0
-2.436 1.594 0
-2.441 1.583 0
-2.447 1.573 0
-2.453 1.562 0
-2.458 1.551 0
-2.464 1.541 0
-2.47 1.53 0
-2.475 1.519 0
-2.481 1.508 0
-2.486 1.497 0
-2.492 1.486 0
-2.497 1.475 0
-2.502 1.464 0
-2.507 1.453 0
-2.512 1.442 0
-2.517 1.431 0
-2.522 1.421 0
-2.527 1.41 0
-2.532 1.399 0
-2.537 1.388 0
-2.542 1.377 0
-2.546 1.366 0
-2.551 1.355 0
-2.555 1.345 0
-2.56 1.334 0
-2.564 1.323 0
-2.568 1.312 0
-2.573 1.302 0
-2.577 1.291 0
-2.581 1.28 0
-2.585 1.269 0
-2.589 1.259 0
-2.593 1.248 0
-2.597 1.237 0
-2.601 1.225 0
-2.605 1.214 0
-2.608 1.203 0
-2.612 1.192 0
-2.616 1.181 0
-2.62 1.169 0
-2.624 1.158 0
-2.627 1.147 0
-2.631 1.135 0
-2.635 1.124 0
-2.638 1.113 0
-2.642 1.101 0
-2.645 1.09 0
-2.649 1.078 0
=======
0.200 0.000 0.000
0.300 0.000 0.000
0.400 0.000 0.000
0.500 0.000 0.000
0.600 0.000 0.000
0.700 0.000 0.000
0.800 0.000 0.000
0.900 0.000 0.000
1.000 0.000 0.000
1.100 0.000 0.000
1.200 0.000 0.000
1.300 0.000 0.000
1.400 0.000 0.000
1.500 0.000 0.000
1.600 0.000 0.000
1.700 0.000 0.000
1.800 0.000 0.000
1.900 0.000 0.000
2.000 0.000 0.000
2.100 0.000 0.000
2.200 0.000 0.000
2.300 0.000 0.000
2.400 0.000 0.000
2.500 0.000 0.000
2.600 0.000 0.000
2.700 0.000 0.000
2.800 0.000 0.000
2.900 0.000 0.000
3.000 0.000 0.000
0.100 0.000 0.000
0.197 0.035 0.000
0.295 0.052 0.000
0.394 0.069 0.000
0.492 0.087 0.000
0.591 0.104 0.000
0.689 0.121 0.000
0.788 0.139 0.000
0.886 0.156 0.000
0.985 0.174 0.000
1.083 0.191 0.000
1.182 0.208 0.000
1.280 0.226 0.000
1.379 0.243 0.000
1.477 0.260 0.000
1.576 0.278 0.000
1.674 0.295 0.000
1.773 0.312 0.000
1.871 0.330 0.000
1.970 0.347 0.000
2.068 0.364 0.000
2.167 0.382 0.000
2.265 0.399 0.000
2.364 0.417 0.000
2.462 0.434 0.000
2.561 0.451 0.000
2.659 0.469 0.000
2.758 0.486 0.000
2.856 0.503 0.000
2.954 0.521 0.000
0.098 0.017 0.000
0.188 0.068 0.000
0.282 0.103 0.000
>>>>>>> ceac7dd5d26976f556c4cdde3afcea5535450184
